variable,dtype,non_null_count,null_count,unique_values,year_coverage,sample_values
paychild,float64,2893,69497,5,2000-2021,"[2.0, 3.0, 4.0, 4.0, 5.0]"
spdipged,float64,2890,69500,3,2012-2016,"[3.0, 1.0, 1.0]"
ldctax,float64,2890,69500,5,2000-2021,"[3.0, 2.0, 3.0, 3.0, 2.0]"
lookaway,float64,2887,69503,4,2004-2012,"[4.0, 3.0, 4.0, 2.0]"
alike3,float64,2886,69504,3,1994-1994,"[0.0, 1.0, 2.0]"
bribe,float64,2886,69504,5,2006-2016,"[1.0, 1.0, 1.0, 1.0, 1.0]"
suiknew,float64,2884,69506,5,1990-1991,"[0.0, 0.0, 0.0, 0.0, 0.0]"
enprbus,float64,2884,69506,10,2010-2021,"[3.0, 5.0, 10.0, 1.0, 7.0]"
nomeat,float64,2882,69508,4,1993-1994,"[3.0, 4.0, 3.0, 2.0]"
raceself,float64,2875,69515,3,1996-2000,"[1.0, 1.0, 1.0]"
stoprndm,float64,2870,69520,4,2006-2016,"[4.0, 3.0, 1.0, 4.0]"
believe,float64,2870,69520,5,1988-1998,"[2.0, 5.0, 2.0, 1.0, 1.0]"
trstprof,float64,2869,69521,4,1993-1998,"[2.0, 2.0, 3.0, 3.0]"
soctype1,float64,2863,69527,5,2000-2021,"[2.0, 4.0, 4.0, 2.0, 1.0]"
lifein5,float64,2863,69527,11,2018-2022,"[9.0, 9.0, 10.0, 9.0, 7.0]"
gochurch,float64,2863,69527,5,1988-1998,"[1.0, 3.0, 3.0, 5.0, 4.0]"
follow,float64,2861,69529,5,1988-1998,"[1.0, 1.0, 5.0, 5.0, 4.0]"
malive,float64,2861,69529,2,1986-1994,"[2.0, 2.0]"
tapphone,float64,2860,69530,4,2006-2016,"[2.0, 3.0, 2.0, 4.0]"
buspow,float64,2851,69539,5,1985-1996,"[2.0, 3.0, 3.0, 2.0, 2.0]"
wotrial,float64,2849,69541,4,2006-2016,"[3.0, 4.0, 2.0, 3.0]"
ldcgap,float64,2845,69545,5,2000-2021,"[4.0, 3.0, 2.0, 1.0, 3.0]"
laborpow,float64,2843,69547,5,1985-1996,"[3.0, 4.0, 2.0, 3.0, 3.0]"
biblev,float64,2840,69550,4,2021-2022,"[1.0, 2.0, 2.0, 1.0]"
doubts2,float64,2833,69557,3,1988-1998,"[2.0, 2.0, 2.0]"
courtsv,float64,2832,69558,3,2021-2022,"[2.0, 2.0, 2.0]"
doubts1,float64,2829,69561,3,1988-1998,"[3.0, 1.0, 2.0]"
corrupt1,float64,2826,69564,5,2006-2016,"[4.0, 2.0, 3.0, 3.0, 5.0]"
strngun,float64,2823,69567,5,1989-2016,"[4.0, 3.0, 4.0, 1.0, 2.0]"
relitenv,float64,2823,69567,4,2021-2022,"[2.0, 1.0, 4.0, 2.0]"
conage,float64,2823,69567,4,2000-2021,"[3.0, 2.0, 3.0, 3.0]"
evdiv,float64,2816,69574,3,1988-1994,"[2.0, 3.0, 2.0]"
waterfam,float64,2813,69577,5,1993-1994,"[3.0, 3.0, 2.0, 1.0, 2.0]"
naturpax,float64,2813,69577,5,1993-1994,"[3.0, 2.0, 2.0, 2.0, 2.0]"
genevig1,float64,2812,69578,32,2004-2004,"[1.0, 22.0, 27.0, 28.0, 13.0]"
genevig2,float64,2812,69578,24,2004-2004,"[3.0, 6.0, 6.0, 11.0, 12.0]"
saqgene,float64,2812,69578,3,2004-2004,"[2.0, 2.0, 1.0]"
alike6,float64,2807,69583,3,1994-1994,"[0.0, 0.0, 0.0]"
abimp,float64,2805,69585,4,1982-1984,"[2.0, 3.0, 2.0, 2.0]"
if00who,float64,2803,69587,4,2002-2006,"[4.0, 2.0, 2.0, 2.0]"
corrupt2,float64,2802,69588,5,2006-2016,"[2.0, 3.0, 4.0, 1.0, 2.0]"
resnatur,float64,2801,69589,5,1993-1994,"[1.0, 2.0, 4.0, 1.0, 2.0]"
voedncol,float64,2800,69590,2,2012-2016,"[2.0, 2.0]"
popmusic,float64,2793,69597,2,1998-2002,"[1.0, 2.0]"
readfict,float64,2792,69598,2,1998-2002,"[2.0, 1.0]"
goownway,float64,2791,69599,5,1988-1998,"[3.0, 3.0, 3.0, 3.0, 1.0]"
indusfam,float64,2789,69601,5,1993-1994,"[3.0, 3.0, 3.0, 2.0, 3.0]"
soctype2,float64,2788,69602,5,2000-2021,"[1.0, 2.0, 3.0, 4.0, 5.0]"
chemfam,float64,2787,69603,5,1993-1994,"[2.0, 3.0, 1.0, 4.0, 2.0]"
sbsex1,float64,2786,69604,2,1994-1994,"[1.0, 1.0]"
biblenv,float64,2784,69606,4,2021-2022,"[1.0, 2.0, 2.0, 2.0]"
sbalive1,float64,2784,69606,2,1994-1994,"[1.0, 1.0]"
disabld1,float64,2784,69606,2,2006-2006,"[2.0, 2.0]"
disabld2,float64,2783,69607,2,2006-2006,"[2.0, 2.0]"
disabld3,float64,2782,69608,2,2006-2006,"[2.0, 2.0]"
sbrel1,float64,2781,69609,4,1994-1994,"[1.0, 3.0, 1.0, 4.0]"
relhh5,float64,2781,69609,20,2000-2022,"[4.0, 41.0, 41.0, 43.0, 41.0]"
faith2,float64,2780,69610,3,1988-1998,"[3.0, 2.0, 3.0]"
disabld4,float64,2779,69611,2,2006-2006,"[2.0, 2.0]"
worryjob,float64,2779,69611,4,1998-2016,"[3.0, 4.0, 4.0, 4.0]"
disabld6,float64,2778,69612,2,2006-2006,"[2.0, 2.0]"
disabld5,float64,2777,69613,2,2006-2006,"[2.0, 2.0]"
relitennv,float64,2776,69614,4,2021-2022,"[2.0, 2.0, 4.0, 2.0]"
disabld7,float64,2775,69615,2,2006-2006,"[2.0, 2.0]"
rincom77,float64,2774,69616,16,1977-1980,"[8.0, 12.0, 15.0, 5.0, 10.0]"
faith1,float64,2772,69618,3,1988-1998,"[3.0, 2.0, 3.0]"
anrights,float64,2771,69619,5,1993-1994,"[4.0, 3.0, 4.0, 4.0, 4.0]"
marfree,float64,2771,69619,5,1988-1996,"[4.0, 4.0, 4.0, 4.0, 4.0]"
marfin,float64,2770,69620,5,1988-1994,"[4.0, 4.0, 4.0, 4.0, 4.0]"
doc16,float64,2769,69621,5,1998-2006,"[2.0, 2.0, 2.0, 4.0, 2.0]"
peocntct,float64,2767,69623,5,2006-2014,"[3.0, 4.0, 1.0, 2.0, 4.0]"
era,float64,2765,69625,4,1977-1982,"[2.0, 2.0, 2.0, 1.0]"
docvig,float64,2765,69625,6,2002-2002,"[6.0, 5.0, 6.0, 5.0, 5.0]"
postlifenv,float64,2762,69628,2,2021-2022,"[1.0, 1.0]"
prozac,float64,2762,69628,2,1998-2006,"[2.0, 1.0]"
markids,float64,2761,69629,5,1988-1994,"[4.0, 4.0, 4.0, 5.0, 4.0]"
meltpot,float64,2760,69630,7,1994-2000,"[5.0, 7.0, 7.0, 1.0, 4.0]"
sexhar,float64,2760,69630,3,1994-1996,"[2.0, 1.0, 1.0]"
judgeart,float64,2758,69632,4,1993-1998,"[3.0, 2.0, 3.0, 3.0]"
prideorg,float64,2757,69633,5,1998-2016,"[2.0, 3.0, 2.0, 2.0, 2.0]"
hlthplan,float64,2755,69635,2,2002-2002,"[2.0, 1.0]"
accntsci,float64,2755,69635,5,2006-2012,"[1.0, 3.0, 2.0, 2.0, 4.0]"
alike4,float64,2755,69635,3,1994-1994,"[2.0, 1.0, 0.0]"
regdoc,float64,2754,69636,2,2002-2002,"[1.0, 1.0]"
doc15,float64,2753,69637,5,1998-2006,"[4.0, 3.0, 5.0, 2.0, 4.0]"
helporg1,float64,2752,69638,5,1998-2016,"[4.0, 1.0, 2.0, 2.0, 2.0]"
ownthing,float64,2750,69640,4,1990-1994,"[2.0, 1.0, 2.0, 3.0]"
modpaint,float64,2747,69643,4,1993-1998,"[4.0, 4.0, 3.0, 3.0]"
docrely,float64,2746,69644,6,2002-2002,"[2.0, 4.0, 5.0, 1.0, 2.0]"
fininc,float64,2746,69644,2,2002-2002,"[2.0, 1.0]"
doc18,float64,2746,69644,5,1998-2006,"[1.0, 2.0, 2.0, 2.0, 2.0]"
useskill,float64,2746,69644,4,1998-2016,"[3.0, 4.0, 2.0, 4.0]"
docaskme,float64,2745,69645,6,2002-2002,"[1.0, 1.0, 1.0, 1.0, 1.0]"
docdecid,float64,2745,69645,6,2002-2002,"[6.0, 6.0, 3.0, 2.0, 2.0]"
leavejob,float64,2744,69646,4,1998-2016,"[1.0, 1.0, 3.0, 1.0]"
secopin,float64,2740,69650,3,2002-2002,"[1.0, 1.0, 2.0]"
belvedoc,float64,2739,69651,3,2002-2002,"[2.0, 1.0, 1.0]"
ethimp,float64,2738,69652,4,2002-2002,"[1.0, 4.0, 1.0, 4.0]"
chkfinan,float64,2737,69653,4,1996-1998,"[4.0, 2.0, 1.0, 1.0]"
docswtch,float64,2735,69655,3,2002-2002,"[2.0, 3.0, 2.0]"
feelwhts,float64,2734,69656,9,2002-2002,"[5.0, 5.0, 5.0, 1.0, 5.0]"
medcare1,float64,2734,69656,5,1996-2006,"[1.0, 4.0, 2.0, 1.0, 1.0]"
doc20,float64,2732,69658,5,1998-2006,"[2.0, 2.0, 5.0, 3.0, 4.0]"
chktaxes,float64,2731,69659,4,1996-1998,"[1.0, 3.0, 1.0, 1.0]"
docsat,float64,2731,69659,5,2002-2002,"[4.0, 5.0, 2.0, 3.0, 4.0]"
fininc1,float64,2731,69659,5,2002-2002,"[1.0, 1.0, 1.0, 1.0, 1.0]"
ethtrads,float64,2730,69660,5,2002-2002,"[1.0, 1.0, 2.0, 1.0, 2.0]"
stayorg3,float64,2730,69660,5,1998-2016,"[1.0, 3.0, 2.0, 4.0, 4.0]"
feelblks,float64,2729,69661,9,2002-2002,"[1.0, 2.0, 2.0, 5.0, 3.0]"
usepsyc1,float64,2729,69661,5,1998-2006,"[2.0, 2.0, 5.0, 5.0, 4.0]"
insrchng,float64,2729,69661,3,2002-2002,"[2.0, 1.0, 1.0]"
chkspfin,float64,2727,69663,4,1996-1998,"[2.0, 2.0, 3.0, 2.0]"
testdrug,float64,2727,69663,5,1998-2000,"[2.0, 4.0, 2.0, 2.0, 1.0]"
courtsnv,float64,2726,69664,3,2021-2022,"[1.0, 2.0, 2.0]"
secmilop,float64,2725,69665,4,1996-1998,"[4.0, 2.0, 1.0, 1.0]"
docinfo,float64,2725,69665,3,2002-2002,"[1.0, 2.0, 2.0]"
usepsyc3,float64,2724,69666,5,1998-2006,"[2.0, 1.0, 5.0, 4.0, 1.0]"
docnomri,float64,2722,69668,3,2002-2002,"[1.0, 3.0, 1.0]"
whtsdiff,float64,2722,69668,5,2002-2002,"[2.0, 1.0, 1.0, 2.0, 1.0]"
discpol,float64,2722,69668,4,2004-2014,"[3.0, 3.0, 3.0, 1.0]"
ethsame,float64,2721,69669,5,2002-2002,"[2.0, 2.0, 1.0, 3.0, 2.0]"
harmony,float64,2721,69669,6,1998-2004,"[1.0, 5.0, 3.0, 2.0, 6.0]"
usepsyc2,float64,2720,69670,5,1998-2006,"[1.0, 4.0, 5.0, 2.0, 3.0]"
doccosts,float64,2719,69671,5,2002-2002,"[2.0, 5.0, 5.0, 5.0, 2.0]"
sciworse,float64,2718,69672,5,1993-1994,"[3.0, 3.0, 4.0, 4.0, 2.0]"
beausprt,float64,2717,69673,6,1998-2004,"[2.0, 3.0, 1.0, 1.0, 6.0]"
obeylaws,float64,2717,69673,7,2004-2014,"[7.0, 4.0, 7.0, 7.0, 7.0]"
ethnofit,float64,2717,69673,5,2002-2002,"[2.0, 5.0, 2.0, 4.0, 4.0]"
fininc3,float64,2716,69674,3,2002-2002,"[3.0, 3.0, 2.0]"
letin,float64,2715,69675,5,1994-2000,"[3.0, 4.0, 4.0, 5.0, 3.0]"
usepsyc4,float64,2714,69676,5,1998-2006,"[2.0, 2.0, 1.0, 3.0, 5.0]"
othreasn,float64,2714,69676,7,2004-2014,"[7.0, 6.0, 3.0, 4.0, 1.0]"
physwrk,float64,2714,69676,5,1989-2006,"[5.0, 5.0, 3.0, 2.0, 5.0]"
grntest7,float64,2714,69676,4,1993-1994,"[4.0, 2.0, 3.0, 4.0]"
ethdiff,float64,2713,69677,5,2002-2002,"[3.0, 2.0, 2.0, 5.0, 5.0]"
doc19,float64,2713,69677,5,1998-2006,"[2.0, 2.0, 2.0, 2.0, 1.0]"
ethadapt,float64,2713,69677,5,2002-2002,"[1.0, 2.0, 3.0, 1.0, 2.0]"
grpsprts,float64,2713,69677,4,2004-2014,"[4.0, 4.0, 4.0, 3.0]"
fininc4,float64,2713,69677,5,2002-2002,"[3.0, 2.0, 4.0, 1.0, 3.0]"
fininc2,float64,2713,69677,3,2002-2002,"[1.0, 1.0, 1.0]"
helpusa,float64,2712,69678,7,2004-2014,"[7.0, 7.0, 7.0, 5.0, 7.0]"
danger,float64,2712,69678,5,1989-2006,"[4.0, 3.0, 1.0, 3.0, 5.0]"
grpwork,float64,2710,69680,4,2004-2014,"[1.0, 3.0, 4.0, 4.0]"
polfunds,float64,2710,69680,4,2004-2014,"[1.0, 3.0, 4.0, 4.0]"
attrally,float64,2710,69680,4,2004-2014,"[4.0, 4.0, 4.0, 2.0]"
feelhsps,float64,2710,69680,9,2002-2002,"[7.0, 6.0, 1.0, 2.0, 5.0]"
feelgod,float64,2710,69680,6,1998-2004,"[4.0, 3.0, 5.0, 1.0, 5.0]"
whatpa2,float64,2709,69681,4,2022-2022,"[4.0, 4.0, 4.0, 4.0]"
cntctgov,float64,2708,69682,4,2004-2014,"[3.0, 1.0, 3.0, 1.0]"
ethignor,float64,2707,69683,5,2002-2002,"[4.0, 2.0, 2.0, 1.0, 1.0]"
lietest,float64,2707,69683,5,1998-2000,"[1.0, 2.0, 4.0, 2.0, 2.0]"
inequal4,float64,2706,69684,5,1987-2000,"[4.0, 2.0, 3.0, 4.0, 3.0]"
usemedia,float64,2706,69684,4,2004-2014,"[4.0, 4.0, 3.0, 3.0]"
grprelig,float64,2705,69685,4,2004-2014,"[2.0, 1.0, 4.0, 3.0]"
polint1,float64,2704,69686,4,2004-2014,"[2.0, 2.0, 3.0, 4.0]"
joindem,float64,2704,69686,4,2004-2014,"[4.0, 4.0, 3.0, 3.0]"
frndcon1,float64,2702,69688,4,1988-1998,"[3.0, 3.0, 3.0, 2.0]"
poleff18,float64,2702,69688,5,2004-2014,"[4.0, 3.0, 2.0, 3.0, 1.0]"
immunite,float64,2702,69688,4,1994-2000,"[1.0, 2.0, 3.0, 2.0]"
secterr,float64,2700,69690,4,1996-1998,"[1.0, 2.0, 1.0, 1.0]"
chngeoth,float64,2700,69690,4,2004-2014,"[3.0, 1.0, 3.0, 4.0]"
poleff20,float64,2698,69692,5,2004-2014,"[4.0, 3.0, 4.0, 1.0, 4.0]"
grpother,float64,2698,69692,4,2004-2014,"[3.0, 1.0, 4.0, 4.0]"
finanqs,float64,2698,69692,5,1998-2000,"[4.0, 3.0, 2.0, 3.0, 2.0]"
signdpet,float64,2697,69693,4,2004-2014,"[2.0, 2.0, 1.0, 1.0]"
solok,float64,2695,69695,7,2004-2014,"[7.0, 7.0, 6.0, 6.0, 7.0]"
naturwar,float64,2694,69696,5,1993-1994,"[2.0, 1.0, 3.0, 2.0, 2.0]"
voteelec,float64,2694,69696,7,2004-2014,"[5.0, 7.0, 3.0, 6.0, 7.0]"
grpparty,float64,2694,69696,4,2004-2014,"[4.0, 4.0, 4.0, 4.0]"
paytaxes,float64,2691,69699,7,2004-2014,"[7.0, 7.0, 7.0, 4.0, 7.0]"
helpwrld,float64,2689,69701,7,2004-2014,"[7.0, 3.0, 5.0, 2.0, 3.0]"
empathy7,float64,2686,69704,5,2002-2004,"[4.0, 4.0, 2.0, 5.0, 4.0]"
feelasns,float64,2685,69705,9,2002-2002,"[5.0, 5.0, 5.0, 1.0, 3.0]"
watchgov,float64,2685,69705,7,2004-2014,"[7.0, 7.0, 7.0, 5.0, 6.0]"
empathy1,float64,2684,69706,5,2002-2004,"[5.0, 5.0, 4.0, 3.0, 3.0]"
empathy2,float64,2683,69707,5,2002-2004,"[3.0, 1.0, 4.0, 3.0, 1.0]"
empathy4,float64,2683,69707,5,2002-2004,"[2.0, 1.0, 3.0, 4.0, 2.0]"
empathy3,float64,2682,69708,5,2002-2004,"[5.0, 5.0, 5.0, 3.0, 5.0]"
polopts,float64,2681,69709,7,2004-2014,"[6.0, 6.0, 6.0, 5.0, 6.0]"
rghtsmin,float64,2681,69709,7,2004-2014,"[7.0, 7.0, 7.0, 7.0, 7.0]"
empathy6,float64,2681,69709,5,2002-2004,"[4.0, 5.0, 4.0, 3.0, 5.0]"
huntothr,float64,2677,69713,2,1977-1984,"[1.0, 2.0]"
whencol,float64,2676,69714,74,2012-2016,"[2015.0, 2015.0, 2014.0, 2012.0, 2012.0]"
poleff19,float64,2675,69715,5,2004-2014,"[2.0, 2.0, 4.0, 5.0, 2.0]"
grntest6,float64,2674,69716,4,1993-1994,"[1.0, 2.0, 3.0, 4.0]"
numprobs,float64,2673,69717,34,2002-2002,"[2.0, 9.0, 4.0, 2.0, 20.0]"
empathy5,float64,2670,69720,5,2002-2004,"[3.0, 2.0, 3.0, 2.0, 3.0]"
grntest2,float64,2667,69723,4,1993-1994,"[1.0, 1.0, 2.0, 2.0]"
actassoc,float64,2666,69724,7,2004-2014,"[7.0, 1.0, 6.0, 5.0, 3.0]"
avoidbuy,float64,2666,69724,4,2004-2014,"[3.0, 2.0, 2.0, 4.0]"
livehsps,float64,2666,69724,5,1990-2000,"[3.0, 3.0, 3.0, 3.0, 1.0]"
alike8,float64,2663,69727,3,1994-1994,"[1.0, 0.0, 1.0]"
sbpicked,float64,2662,69728,9,1994-1994,"[1.0, 1.0, 1.0, 1.0, 6.0]"
marjew,float64,2661,69729,5,1990-2000,"[3.0, 4.0, 5.0, 3.0, 5.0]"
if92who,float64,2659,69731,4,1993-1998,"[1.0, 1.0, 2.0, 1.0]"
secbudgt,float64,2659,69731,4,1996-1998,"[2.0, 1.0, 1.0, 4.0]"
racmeet,float64,2651,69739,4,2004-2014,"[3.0, 1.0, 2.0, 1.0]"
carsten,float64,2651,69739,5,1993-1994,"[4.0, 2.0, 3.0, 2.0, 2.0]"
livejews,float64,2650,69740,5,1990-2000,"[2.0, 4.0, 2.0, 3.0, 2.0]"
psycmed4,float64,2645,69745,5,1998-2006,"[2.0, 3.0, 2.0, 2.0, 2.0]"
buypol,float64,2644,69746,7,2004-2014,"[5.0, 5.0, 5.0, 5.0, 4.0]"
studiouy,float64,2641,69749,5,1980-1986,"[5.0, 3.0, 5.0, 2.0, 4.0]"
interesy,float64,2641,69749,5,1980-1986,"[2.0, 3.0, 4.0, 3.0, 4.0]"
considey,float64,2641,69749,5,1980-1986,"[2.0, 1.0, 3.0, 5.0, 2.0]"
responsy,float64,2641,69749,5,1980-1986,"[1.0, 3.0, 3.0, 2.0, 3.0]"
liveasns,float64,2641,69749,5,1990-2000,"[2.0, 2.0, 4.0, 3.0, 5.0]"
obeysy,float64,2641,69749,5,1980-1986,"[3.0, 3.0, 3.0, 1.0, 5.0]"
infljobs,float64,2641,69749,2,1985-1996,"[2.0, 1.0]"
roley,float64,2641,69749,5,1980-1986,"[3.0, 3.0, 5.0, 3.0, 3.0]"
controly,float64,2641,69749,5,1980-1986,"[3.0, 3.0, 2.0, 3.0, 3.0]"
judgmeny,float64,2641,69749,5,1980-1986,"[3.0, 3.0, 1.0, 2.0, 3.0]"
cleany,float64,2641,69749,5,1980-1986,"[4.0, 3.0, 5.0, 4.0, 3.0]"
honesty,float64,2641,69749,5,1980-1986,"[2.0, 3.0, 1.0, 1.0, 2.0]"
successy,float64,2641,69749,5,1980-1986,"[3.0, 4.0, 3.0, 1.0, 2.0]"
nukefam,float64,2641,69749,5,1993-1994,"[2.0, 2.0, 3.0, 4.0, 2.0]"
mannersy,float64,2641,69749,5,1980-1986,"[3.0, 3.0, 3.0, 3.0, 3.0]"
amicably,float64,2641,69749,5,1980-1986,"[4.0, 3.0, 3.0, 3.0, 3.0]"
psycmed6,float64,2638,69752,5,1998-2006,"[2.0, 4.0, 2.0, 2.0, 1.0]"
occmobil,float64,2636,69754,7,1987-2000,"[4.0, 2.0, 3.0, 7.0, 2.0]"
actlaw,float64,2635,69755,4,2004-2014,"[2.0, 4.0, 3.0, 3.0]"
polactve,float64,2634,69756,5,2004-2014,"[1.0, 2.0, 4.0, 3.0, 4.0]"
servepeo,float64,2633,69757,4,2004-2014,"[2.0, 2.0, 2.0, 3.0]"
grntest5,float64,2632,69758,4,1993-1994,"[3.0, 1.0, 3.0, 3.0]"
affctlaw,float64,2629,69761,4,2004-2014,"[3.0, 4.0, 3.0, 4.0]"
pclit,float64,2628,69762,4,1993-1998,"[3.0, 2.0, 2.0, 3.0]"
knowschd,float64,2627,69763,4,2014-2018,"[4.0, 2.0, 1.0, 4.0]"
random,float64,2623,69767,2,2016-2018,"[2.0, 1.0]"
revmeet,float64,2621,69769,4,2004-2014,"[3.0, 2.0, 3.0, 4.0]"
demtoday,float64,2615,69775,11,2004-2014,"[5.0, 7.0, 4.0, 6.0, 5.0]"
sbyrbrn1,float64,2615,69775,94,1994-1994,"[1969.0, 1964.0, 1942.0, 1957.0, 1933.0]"
corruptn,float64,2612,69778,5,2004-2014,"[4.0, 5.0, 5.0, 2.0, 4.0]"
violwhts,float64,2611,69779,7,1990-2000,"[4.0, 4.0, 6.0, 4.0, 4.0]"
violblks,float64,2607,69783,7,1990-2000,"[2.0, 3.0, 3.0, 4.0, 3.0]"
denkid,float64,2606,69784,90,1991-2018,"[48000.0, 38000.0, 60044.0, 14000.0, 50000.0]"
psycmed5,float64,2603,69787,5,1998-2006,"[2.0, 1.0, 4.0, 2.0, 2.0]"
hwduties,float64,2603,69787,3,1989-1998,"[1.0, 1.0, 1.0]"
wrkimp,float64,2603,69787,5,1989-1998,"[1.0, 3.0, 4.0, 3.0, 2.0]"
psycmed7,float64,2599,69791,5,1998-2006,"[2.0, 1.0, 2.0, 2.0, 2.0]"
choices,float64,2599,69791,5,2004-2014,"[3.0, 2.0, 3.0, 2.0, 2.0]"
scitest3,float64,2592,69798,4,1993-1994,"[4.0, 2.0, 2.0, 3.0]"
inequal7,float64,2592,69798,5,1987-2000,"[4.0, 2.0, 2.0, 4.0, 4.0]"
draftfem,float64,2583,69807,2,1982-1984,"[1.0, 2.0]"
if04who,float64,2581,69809,3,2006-2010,"[2.0, 3.0, 2.0]"
relmeet,float64,2578,69812,4,2004-2014,"[4.0, 2.0, 1.0, 2.0]"
bored,float64,2575,69815,3,1982-2016,"[2.0, 1.0, 3.0]"
madenkid,float64,2575,69815,85,1991-2018,"[60064.0, 14000.0, 20000.0, 18000.0, 28000.0]"
byemprob,float64,2571,69819,27,2002-2002,"[12.0, 0.0, 0.0, 5.0, 25.0]"
ortlkfm,float64,2564,69826,10,1996-2006,"[6.0, 1.0, 1.0, 1.0, 1.0]"
volmonth,float64,2563,69827,2,2012-2014,"[2.0, 2.0]"
pubsch,float64,2558,69832,2,1998-2000,"[1.0, 1.0]"
oppsegov,float64,2557,69833,7,2004-2014,"[1.0, 2.0, 1.0, 3.0, 6.0]"
scitest1,float64,2555,69835,4,1993-1994,"[2.0, 2.0, 4.0, 4.0]"
psycmed1,float64,2548,69842,5,1998-2006,"[2.0, 3.0, 3.0, 3.0, 3.0]"
psycmed3,float64,2548,69842,5,1998-2006,"[3.0, 4.0, 2.0, 2.0, 2.0]"
secdiplo,float64,2546,69844,4,1996-1998,"[3.0, 2.0, 1.0, 1.0]"
polaryr6,float64,2541,69849,4,2006-2010,"[4.0, 3.0, 4.0, 4.0]"
polaryr4,float64,2540,69850,4,2006-2010,"[2.0, 3.0, 4.0, 3.0]"
polaryr2,float64,2540,69850,4,2006-2010,"[1.0, 3.0, 2.0, 3.0]"
polaryr5,float64,2540,69850,4,2006-2010,"[2.0, 2.0, 2.0, 4.0]"
polaryr3,float64,2540,69850,4,2006-2010,"[2.0, 3.0, 4.0, 1.0]"
polaryr8,float64,2539,69851,4,2006-2010,"[1.0, 4.0, 4.0, 2.0]"
elecfair,float64,2539,69851,5,2004-2014,"[1.0, 3.0, 2.0, 4.0, 1.0]"
govcheat,float64,2537,69853,4,1991-1998,"[3.0, 3.0, 3.0, 3.0]"
res2012,float64,2537,69853,2,2014-2014,"[1.0, 1.0]"
polaryr7,float64,2537,69853,4,2006-2010,"[2.0, 4.0, 4.0, 1.0]"
cshutyp12,float64,2537,69853,4,2014-2014,"[1.0, 1.0, 1.0, 1.0]"
polaryr1,float64,2535,69855,4,2006-2010,"[1.0, 4.0, 1.0, 2.0]"
tempfam,float64,2533,69857,5,1993-1994,"[4.0, 5.0, 2.0, 1.0, 2.0]"
evbrkdwn,float64,2532,69858,2,1996-2016,"[2.0, 2.0]"
knwpolar,float64,2530,69860,5,2006-2010,"[3.0, 2.0, 3.0, 3.0, 2.0]"
eqclose,float64,2528,69862,2,1985-1987,"[2.0, 1.0]"
gender6,float64,2526,69864,3,1975-2022,"[1.0, 2.0, 1.0]"
relate6,float64,2521,69869,8,1975-2022,"[3.0, 3.0, 5.0, 7.0, 5.0]"
spkhome1,float64,2520,69870,32,1996-2004,"[1.0, 1.0, 1.0, 1.0, 1.0]"
polabusey,float64,2520,69870,2,2021-2022,"[2.0, 2.0]"
sbdeg,float64,2517,69873,5,1994-1994,"[1.0, 1.0, 4.0, 0.0, 3.0]"
polattaky,float64,2517,69873,2,2021-2022,"[2.0, 1.0]"
relobjct,float64,2517,69873,2,2008-2018,"[1.0, 2.0]"
old6,float64,2516,69874,74,1975-2022,"[7.0, 72.0, 11.0, 13.0, 4.0]"
racopennv,float64,2516,69874,3,2021-2022,"[1.0, 2.0, 3.0]"
friend3,float64,2515,69875,2,1985-2004,"[1.0, 1.0]"
sibling3,float64,2515,69875,2,1985-2004,"[2.0, 2.0]"
vistholy,float64,2515,69875,5,2008-2018,"[3.0, 1.0, 1.0, 3.0, 1.0]"
advisor3,float64,2515,69875,2,1985-2004,"[2.0, 2.0]"
memgrp3,float64,2514,69876,2,1985-2004,"[2.0, 2.0]"
neighbr3,float64,2514,69876,2,1985-2004,"[2.0, 2.0]"
cowork3,float64,2514,69876,2,1985-2004,"[2.0, 2.0]"
spouse3,float64,2514,69876,2,1985-2004,"[2.0, 2.0]"
parent3,float64,2514,69876,2,1985-2004,"[2.0, 2.0]"
other3,float64,2514,69876,2,1985-2004,"[2.0, 2.0]"
othfam3,float64,2514,69876,2,1985-2004,"[2.0, 2.0]"
child3,float64,2514,69876,2,1985-2004,"[2.0, 2.0]"
comfort,float64,2513,69877,5,2008-2018,"[1.0, 2.0, 1.0, 2.0, 2.0]"
charisma,float64,2512,69878,2,2000-2000,"[2.0, 2.0]"
sbwork1,float64,2512,69878,2,1994-1994,"[1.0, 1.0]"
spkathy,float64,2510,69880,2,2021-2022,"[1.0, 1.0]"
mywaygod,float64,2507,69883,5,2008-2018,"[1.0, 2.0, 1.0, 2.0, 1.0]"
makefrnd,float64,2507,69883,5,2008-2018,"[2.0, 2.0, 3.0, 1.0, 1.0]"
immideas,float64,2506,69884,5,1996-2014,"[3.0, 2.0, 4.0, 3.0, 1.0]"
if16who,float64,2505,69885,4,2018-2022,"[1.0, 2.0, 2.0, 2.0]"
elecvote,float64,2504,69886,5,2004-2014,"[3.0, 1.0, 4.0, 2.0, 4.0]"
sbeduc,float64,2503,69887,19,1994-1994,"[12.0, 11.0, 16.0, 16.0, 11.0]"
visart,float64,2502,69888,19,2008-2012,"[3.0, 0.0, 0.0, 0.0, 1.0]"
spkmslmy,float64,2502,69888,2,2021-2022,"[2.0, 2.0]"
spkracy,float64,2502,69888,2,2021-2022,"[2.0, 2.0]"
libathy,float64,2502,69888,2,2021-2022,"[1.0, 2.0]"
